date,temperature_2m,relative_humidity_2m,apparent_temperature,surface_pressure,wind_direction_10m,wind_speed_10m,soil_temperature_0cm,soil_moisture_0_to_1cm,pressure_msl,showers,rain,dew_point_2m,snowfall,snow_depth,cloud_cover
2021-09-01 00:00:00+00:00,12.176,92.0,9.230551,1004.0254,315.65845,22.148046,,,1018.9,0.0,0.0,10.914384,0.0,0.0,100.0
2021-09-01 01:00:00+00:00,11.876,94.0,9.087015,1004.30524,314.3098,21.129883,,,1019.2,0.0,0.0,10.94079,0.0,0.0,100.0
2021-09-01 02:00:00+00:00,11.676,95.0,8.873387,1004.49225,312.92996,21.142147,,,1019.4,0.0,0.0,10.90146,0.0,0.0,100.0
2021-09-01 03:00:00+00:00,11.576,96.0,9.015453,1004.881,315.74396,19.602652,,,1019.8,0.0,0.0,10.9596815,0.0,0.0,75.0
2021-09-01 04:00:00+00:00,11.476,95.0,8.980813,1005.27014,311.08167,18.626305,,,1020.2,0.0,0.0,10.702676,0.0,0.0,85.0
2021-09-01 05:00:00+00:00,11.676,95.0,9.160776,1005.77325,304.28693,19.171478,,,1020.7,0.0,0.0,10.90146,0.0,0.0,100.0
2021-09-01 06:00:00+00:00,12.576,91.0,9.969493,1006.1153,307.07315,20.304129,,,1021.0,0.0,0.0,11.145484,0.0,0.0,100.0
2021-09-01 07:00:00+00:00,14.176,83.0,11.446547,1006.6902,321.78894,21.533897,,,1021.5,0.0,0.0,11.329974,0.0,0.0,84.0
2021-09-01 08:00:00+00:00,15.776,73.0,12.908184,1007.06714,324.46225,21.67786,,,1021.8,0.0,0.0,10.946455,0.0,0.0,50.0
2021-09-01 09:00:00+00:00,17.075998,64.0,13.996872,1007.23126,325.8138,23.0653,,,1021.9,0.0,0.0,10.212767,0.0,0.0,15.0
2021-09-01 10:00:00+00:00,18.175999,55.0,14.95475,1007.3845,329.48984,23.4,,,1022.0,0.0,0.0,8.987927,0.0,0.0,88.0
2021-09-01 11:00:00+00:00,19.175999,50.0,16.149937,1007.23706,333.43503,23.34455,,,1021.8,0.0,0.0,8.502916,0.0,0.0,85.0
2021-09-01 12:00:00+00:00,19.675999,47.0,16.564621,1007.3604,335.09525,22.226902,,,1021.9,0.0,0.0,8.049009,0.0,0.0,100.0
2021-09-01 13:00:00+00:00,19.776,47.0,16.171703,1007.36536,338.89508,21.99538,,,1021.9,0.0,0.0,8.140354,0.0,0.0,100.0
2021-09-01 14:00:00+00:00,19.976,48.0,16.582836,1007.47375,336.54095,20.799152,,,1022.0,0.0,0.0,8.633954,0.0,0.0,100.0
2021-09-01 15:00:00+00:00,19.876,49.0,16.708101,1007.3701,333.90463,19.64228,,,1021.9,0.0,0.0,8.84743,0.0,0.0,77.0
2021-09-01 16:00:00+00:00,19.276,55.0,16.922234,1007.2421,332.30063,16.263872,,,1021.8,0.0,0.0,10.011753,0.0,0.0,16.0
2021-09-01 17:00:00+00:00,17.175999,64.0,15.422325,1007.2364,312.70938,12.738099,,,1021.9,0.0,0.0,10.307557,0.0,0.0,15.0
2021-09-01 18:00:00+00:00,15.376,69.0,13.368834,1007.9339,308.4181,13.324863,,,1022.7,0.0,0.0,9.717963,0.0,0.0,100.0
2021-09-01 19:00:00+00:00,14.876,71.0,12.871862,1008.30273,295.8663,13.202726,,,1023.1,0.0,0.0,9.664855,0.0,0.0,100.0
2021-09-01 20:00:00+00:00,14.476,73.0,12.3581085,1008.57794,292.6199,14.039999,,,1023.4,0.0,0.0,9.694402,0.0,0.0,100.0
