date,temperature_2m,relative_humidity_2m,apparent_temperature,surface_pressure,wind_direction_10m,wind_speed_10m,soil_temperature_0cm,soil_moisture_0_to_1cm,pressure_msl,showers,rain,dew_point_2m,snowfall,snow_depth,cloud_cover
2024-10-01 00:00:00+00:00,5.0545,92.0,2.3350887,1004.14044,119.74479,8.707237,5.0045004,0.277,1019.4,0.0,0.0,3.8621457,0.0,0.0,35.0
2024-10-01 01:00:00+00:00,4.9045,93.0,2.18717,1004.13226,114.44395,8.699793,4.8545003,0.277,1019.4,0.0,0.0,3.8673468,0.0,0.0,28.0
2024-10-01 02:00:00+00:00,4.7545004,93.0,2.0680752,1003.4345,124.3804,8.287822,4.7545004,0.277,1018.7,0.0,0.0,3.718599,0.0,0.0,15.0
2024-10-01 03:00:00+00:00,4.4045,92.0,1.3512511,1003.0216,117.47435,10.144082,4.3545003,0.279,1018.3,0.0,0.0,3.2183704,0.0,0.0,32.0
2024-10-01 04:00:00+00:00,4.3545003,92.0,1.3527684,1002.6249,128.991,9.726664,4.3045,0.279,1017.9,0.0,0.0,3.1688488,0.0,0.0,52.0
2024-10-01 05:00:00+00:00,4.4045,92.0,1.1555252,1002.23364,122.1957,11.4862,4.5045004,0.279,1017.5,0.0,0.0,3.2183704,0.0,0.0,50.0
2024-10-01 06:00:00+00:00,5.1545,89.0,1.9723105,1001.5847,124.69522,11.384198,5.9545,0.279,1016.8,0.0,0.0,3.4899113,0.0,0.0,37.0
2024-10-01 07:00:00+00:00,7.0045004,82.0,3.5125399,1001.68445,121.701385,14.386494,8.304501,0.278,1016.8,0.0,0.0,4.141121,0.0,0.0,41.0
2024-10-01 08:00:00+00:00,8.9545,76.0,5.338976,1001.29535,123.34073,16.375053,10.304501,0.278,1016.3,0.0,0.0,4.950794,0.0,0.0,62.0
2024-10-01 09:00:00+00:00,10.6545,71.0,7.2535086,1000.3991,122.969406,15.876775,11.7045,0.277,1015.3,0.0,0.0,5.6108785,0.0,0.0,95.0
2024-10-01 10:00:00+00:00,11.1545,69.0,7.918949,999.7354,129.09386,14.84318,10.4545,0.276,1014.6,0.0,0.0,5.677855,0.0,0.0,100.0
2024-10-01 11:00:00+00:00,11.2045,74.0,8.333155,999.2452,133.95847,14.003028,10.6045,0.281,1014.1,0.0,0.4,6.740529,0.0,0.0,100.0
2024-10-01 12:00:00+00:00,12.7545,65.0,9.713165,998.8322,131.98714,14.529915,12.4045,0.275,1013.6,0.0,0.4,6.339401,0.0,0.0,100.0
2024-10-01 13:00:00+00:00,12.8545,67.0,10.126608,998.24634,135.0001,13.237038,12.5045,0.275,1013.0,0.0,0.0,6.875541,0.0,0.0,100.0
2024-10-01 14:00:00+00:00,13.6045,67.0,11.083471,997.5947,138.36655,13.004922,13.1045,0.275,1012.3,0.0,0.0,7.5908556,0.0,0.0,86.0
2024-10-01 15:00:00+00:00,13.2545,72.0,11.5441065,996.98566,114.44395,8.699793,12.4545,0.275,1011.7,0.0,0.0,8.314134,0.0,0.0,100.0
2024-10-01 16:00:00+00:00,12.5045,77.0,10.8626,996.65155,119.74479,8.707237,10.9545,0.275,1011.4,0.0,0.0,8.58118,0.0,0.0,30.0
2024-10-01 17:00:00+00:00,11.1045,84.0,9.430185,996.77655,124.992096,8.78872,10.0045,0.276,1011.6,0.0,0.0,8.50245,0.0,0.0,87.0
2024-10-01 18:00:00+00:00,10.554501,85.0,8.931944,996.84656,123.6901,7.7879906,9.9545,0.276,1011.7,0.0,0.0,8.137825,0.0,0.0,74.0
