date,temperature_2m,relative_humidity_2m,apparent_temperature,surface_pressure,wind_direction_10m,wind_speed_10m,soil_temperature_0cm,soil_moisture_0_to_1cm,pressure_msl,showers,rain,dew_point_2m,snowfall,snow_depth,cloud_cover
2024-12-01 00:00:00+00:00,-1.0455,100.0,-4.114525,1016.4055,126.86998,5.3999996,-0.6455,0.318,1032.2,0.0,0.0,-1.0455002,0.0,0.0,100.0
2024-12-01 01:00:00+00:00,-1.1955,100.0,-4.4450197,1016.003,109.440125,6.489992,-0.6455,0.318,1031.8,0.0,0.0,-1.1955,0.0,0.0,100.0
2024-12-01 02:00:00+00:00,-1.3455,100.0,-4.6336637,1015.9944,119.357666,6.6087217,-0.5955,0.318,1031.8,0.0,0.0,-1.3455,0.0,0.0,100.0
2024-12-01 03:00:00+00:00,-1.6955,100.0,-4.6811075,1015.7773,120.96369,4.198285,-0.8955,0.319,1031.6,0.0,0.0,-1.6955,0.0,0.0,92.0
2024-12-01 04:00:00+00:00,-1.9955001,100.0,-5.283722,1014.8739,122.73522,5.991594,-1.0455,0.319,1030.7,0.0,0.0,-1.9955001,0.0,0.0,100.0
2024-12-01 05:00:00+00:00,-2.0455,100.0,-5.6324067,1014.67413,125.837746,7.9932966,-0.94549996,0.319,1030.5,0.0,0.0,-2.0454998,0.0,0.0,100.0
2024-12-01 06:00:00+00:00,-2.1455,100.0,-5.6222873,1014.76685,130.91429,7.145796,-0.94549996,0.32,1030.6,0.0,0.0,-2.1455002,0.0,0.0,100.0
2024-12-01 07:00:00+00:00,-2.2455,100.0,-5.77462,1014.36694,119.05451,7.4128532,-0.7955,0.319,1030.2,0.0,0.0,-2.2454998,0.0,0.0,100.0
2024-12-01 08:00:00+00:00,-2.1955001,100.0,-5.8108325,1013.976,116.56499,8.049845,-0.6455,0.319,1029.8,0.0,0.0,-2.1955001,0.0,0.0,100.0
2024-12-01 09:00:00+00:00,-0.94549996,96.0,-4.6169076,1013.94946,123.6901,9.085988,0.7045,0.318,1029.7,0.0,0.0,-1.5027585,0.0,0.0,62.0
2024-12-01 10:00:00+00:00,0.8545,88.0,-2.8924499,1013.46106,122.00535,10.1887,2.6045,0.316,1029.1,0.0,0.0,-0.90784866,0.0,0.0,0.0
2024-12-01 11:00:00+00:00,2.2045,85.0,-1.6766169,1012.94635,122.73522,11.983188,3.5045,0.315,1028.5,0.0,0.0,-0.056357995,0.0,0.0,7.0
2024-12-01 12:00:00+00:00,3.0544999,86.0,-0.4541421,1012.10736,128.04709,10.514218,3.6545,0.315,1027.6,0.0,0.0,0.94044006,0.0,0.0,64.0
2024-12-01 13:00:00+00:00,3.8545,84.0,0.39618778,1011.65906,135.0001,10.691453,3.5045,0.314,1027.1,0.0,0.0,1.398073,0.0,0.0,2.0
2024-12-01 14:00:00+00:00,3.5045,86.0,0.23367262,1010.8518,122.471176,9.387651,2.4545,0.314,1026.3,0.0,0.0,1.3827349,0.0,0.0,0.0
2024-12-01 15:00:00+00:00,1.4545,94.0,-2.010233,1010.83624,118.442825,9.826088,0.50450003,0.314,1026.4,0.0,0.0,0.5940645,0.0,0.0,63.0
2024-12-01 16:00:00+00:00,0.75450003,96.0,-2.6798825,1010.2056,131.82008,9.178235,0.15450001,0.314,1025.8,0.0,0.0,0.18939714,0.0,0.0,0.0
2024-12-01 17:00:00+00:00,0.55450004,95.0,-2.6137776,1009.60364,145.49142,6.989936,0.004499998,0.314,1025.2,0.0,0.0,-0.15397379,0.0,0.0,0.0
2024-12-01 18:00:00+00:00,0.15450001,98.0,-2.9364204,1009.28577,160.55988,6.489992,-0.69549996,0.315,1024.9,0.0,0.0,-0.12411974,0.0,0.0,52.0
2024-12-01 19:00:00+00:00,0.4545,95.0,-2.626431,1008.7116,166.75948,6.28713,-0.69549996,0.315,1024.3,0.0,0.0,-0.25339314,0.0,0.0,0.0
2024-12-01 20:00:00+00:00,0.3545,95.0,-2.6121073,1008.41046,180.0,5.3999996,-0.74549997,0.315,1024.0,0.0,0.0,-0.35281265,0.0,0.0,0.0
2024-12-01 21:00:00+00:00,-0.3955,96.0,-3.042392,1008.1711,146.3099,2.5959969,-1.5455,0.315,1023.8,0.0,0.0,-0.95529026,0.0,0.0,42.0
2024-12-01 22:00:00+00:00,-0.5955,96.0,-3.3441374,1008.1596,144.46223,3.096837,-1.8455,0.315,1023.8,0.0,0.0,-1.154369,0.0,0.0,0.0
2024-12-01 23:00:00+00:00,-0.99549997,98.0,-3.9501567,1007.64453,124.992096,4.39436,-1.8955001,0.315,1023.3,0.0,0.0,-1.2714924,0.0,0.0,36.0
2024-12-02 00:00:00+00:00,-1.2455001,99.0,-4.3175554,1006.4486,135.0001,5.0911684,-1.8455,0.315,1022.1,0.0,0.0,-1.3825946,0.0,0.0,63.0
2024-12-02 01:00:00+00:00,-0.94549996,98.0,-3.6307912,1006.0719,123.690094,2.5959969,-2.1955001,0.315,1021.7,0.0,0.0,-1.2216065,0.0,0.0,50.0
2024-12-02 02:00:00+00:00,-0.8455,96.0,-3.5777087,1005.78217,156.80138,2.7416782,-2.5955,0.315,1021.4,0.0,0.0,-1.4032184,0.0,0.0,0.0
2024-12-02 03:00:00+00:00,-2.9955,100.0,-5.8605685,1005.7577,189.46225,2.1897945,-4.7454996,0.32,1021.5,0.0,0.0,-2.9954998,0.0,0.0,100.0
2024-12-02 04:00:00+00:00,-3.7455,100.0,-6.8074207,1005.22174,150.2552,2.9024127,-4.7454996,0.32,1021.0,0.0,0.0,-3.7455,0.0,0.0,100.0
2024-12-02 05:00:00+00:00,-4.3954997,100.0,-7.268529,1005.1842,360.0,1.08,-4.4455,0.32,1021.0,0.0,0.0,-4.3954988,0.0,0.0,100.0
2024-12-02 06:00:00+00:00,-4.9455,100.0,-7.872014,1005.4474,135.0001,1.0182338,-3.5455,0.32,1021.3,0.0,0.0,-4.9454994,0.0,0.0,100.0
2024-12-02 07:00:00+00:00,-3.9455001,100.0,-7.397411,1005.5058,183.814,5.4119864,-3.6955001,0.32,1021.3,0.0,0.0,-3.9454994,0.0,0.0,100.0
2024-12-02 08:00:00+00:00,-1.3955001,96.0,-4.598166,1005.16003,187.59456,5.4477882,-2.0955,0.32,1020.8,0.0,0.0,-1.9506912,0.0,0.0,41.0
2024-12-02 09:00:00+00:00,1.5545,88.0,-1.7372181,1005.031,193.39252,7.771331,1.5044999,0.32,1020.5,0.0,0.0,-0.21794277,0.0,0.0,0.0
2024-12-02 10:00:00+00:00,3.4045,86.0,0.4231434,1004.7396,159.77505,7.289444,3.4545,0.319,1020.1,0.0,0.0,1.2844487,0.0,0.0,0.0
2024-12-02 11:00:00+00:00,4.3545003,85.0,1.5328736,1004.4963,149.53453,7.10031,3.9545,0.318,1019.8,0.0,0.0,2.0540135,0.0,0.0,0.0
2024-12-02 12:00:00+00:00,5.6545,77.0,3.02634,1003.97595,153.43501,5.634891,4.8045,0.317,1019.2,0.0,0.0,1.9371629,0.0,0.0,0.0
2024-12-02 13:00:00+00:00,5.8545003,77.0,3.865717,1003.1986,194.03627,1.484318,4.1045003,0.317,1018.4,0.0,0.0,2.1312263,0.0,0.0,0.0
2024-12-02 14:00:00+00:00,5.0045004,80.0,2.8491178,1002.95557,251.56496,2.2768397,1.7045,0.317,1018.2,0.0,0.0,1.8403229,0.0,0.0,0.0
2024-12-02 15:00:00+00:00,3.2045,84.0,0.4995594,1002.85724,167.00539,4.802999,0.6545,0.316,1018.2,0.0,0.0,0.7609261,0.0,0.0,0.0
2024-12-02 16:00:00+00:00,2.4045,86.0,-0.1250515,1002.4192,234.46223,3.096837,-0.045500003,0.315,1017.8,0.0,0.0,0.3015455,0.0,0.0,90.0
2024-12-02 17:00:00+00:00,1.0044999,93.0,-1.6886139,1002.34143,213.6901,3.8939953,-0.045500003,0.315,1017.8,0.0,0.0,-0.00034828743,0.0,0.0,100.0
2024-12-02 18:00:00+00:00,1.8045,89.0,-0.9982197,1002.2873,228.01286,4.8433046,0.9045,0.315,1017.7,0.0,0.0,0.18439686,0.0,0.0,95.0
2024-12-02 19:00:00+00:00,2.4045,87.0,-0.59463,1001.8283,176.82024,6.489992,1.8544999,0.314,1017.2,0.0,0.0,0.46146426,0.0,0.0,100.0
