date,temperature_2m,relative_humidity_2m,apparent_temperature,surface_pressure,wind_direction_10m,wind_speed_10m,soil_temperature_0cm,soil_moisture_0_to_1cm,pressure_msl,showers,rain,dew_point_2m,snowfall,snow_depth,cloud_cover
2021-05-01 00:00:00+00:00,6.876,85.0,4.6155806,998.72217,90.0,6.4799995,,,1013.8,0.0,0.1,4.528602,0.0,0.0,100.0
2021-05-01 01:00:00+00:00,5.976,95.0,4.126176,999.46185,202.6199,4.6800003,,,1014.6,0.0,3.3,5.2356873,0.0,0.0,100.0
2021-05-01 02:00:00+00:00,5.676,98.0,3.1076975,998.4608,81.57312,9.826088,,,1013.6,0.0,8.1,5.3845925,0.0,0.0,100.0
2021-05-01 03:00:00+00:00,5.676,97.0,3.9102936,998.16534,52.124958,4.1046314,,,1013.3,0.0,2.0,5.236913,0.0,0.0,100.0
2021-05-01 04:00:00+00:00,5.676,98.0,3.3892536,998.36237,133.1524,7.8954163,,,1013.5,0.0,6.4,5.3845925,0.0,0.0,100.0
2021-05-01 05:00:00+00:00,5.876,98.0,3.4716053,998.4714,90.0,9.0,,,1013.6,0.0,4.4,5.584123,0.0,0.0,100.0
2021-05-01 06:00:00+00:00,6.376,96.0,4.329447,998.79407,86.98728,6.849467,,,1013.9,0.0,0.2,5.7845674,0.0,0.0,100.0
2021-05-01 07:00:00+00:00,6.776,95.0,5.149024,999.4063,155.55606,4.3498964,,,1014.5,0.0,0.0,6.03093,0.0,0.0,100.0
2021-05-01 08:00:00+00:00,6.976,94.0,5.21317,999.22,132.27362,5.3517847,,,1014.3,0.0,0.0,6.0763345,0.0,0.0,100.0
2021-05-01 09:00:00+00:00,7.376,92.0,5.730401,999.24133,112.61991,4.6800003,,,1014.3,0.0,0.0,6.161281,0.0,0.0,100.0
2021-05-01 10:00:00+00:00,7.676,91.0,6.114442,999.45447,90.0,4.32,,,1014.5,0.0,0.0,6.2996554,0.0,0.0,100.0
2021-05-01 11:00:00+00:00,8.076,90.0,6.352026,999.47546,82.875084,5.8048253,,,1014.5,0.0,0.0,6.5344925,0.0,0.0,100.0
2021-05-01 12:00:00+00:00,8.576,89.0,6.564066,999.4034,85.03035,8.311245,,,1014.4,0.0,0.0,6.8653593,0.0,0.0,100.0
2021-05-01 13:00:00+00:00,9.476,86.0,7.4548817,998.8596,87.70944,9.007196,,,1013.8,0.0,0.0,7.250673,0.0,0.0,100.0
2021-05-01 14:00:00+00:00,9.976,85.0,7.7165794,998.2945,75.068535,11.177405,,,1013.2,0.0,0.0,7.5702863,0.0,0.0,100.0
2021-05-01 15:00:00+00:00,10.176,84.0,7.946003,997.911,78.6901,11.013882,,,1012.8,0.0,0.0,7.5928316,0.0,0.0,100.0
2021-05-01 16:00:00+00:00,10.076,83.0,7.9114113,997.70856,85.91447,10.105681,,,1012.6,0.0,0.0,7.319496,0.0,0.0,100.0
2021-05-01 17:00:00+00:00,9.376,88.0,7.412981,997.17926,87.70944,9.007196,,,1012.1,0.0,0.0,7.4888263,0.0,0.0,100.0
2021-05-01 18:00:00+00:00,8.976,88.0,6.9394913,997.4539,63.435013,8.854829,,,1012.4,0.0,0.0,7.09478,0.0,0.0,100.0
2021-05-01 19:00:00+00:00,8.576,89.0,6.2500067,997.433,63.435013,10.464797,,,1012.4,0.0,0.0,6.8653593,0.0,0.0,100.0
2021-05-01 20:00:00+00:00,8.176,91.0,5.4331656,997.1163,72.55273,13.207634,,,1012.1,0.0,0.0,6.7941756,0.0,0.0,100.0
2021-05-01 21:00:00+00:00,7.376,93.0,4.2961273,996.38446,77.319626,14.759999,,,1011.4,0.0,0.0,6.318111,0.0,0.0,100.0
2021-05-01 22:00:00+00:00,5.476,97.0,2.6187162,995.7906,67.52052,11.298495,,,1010.9,0.0,0.0,5.0376177,0.0,0.0,100.0
2021-05-01 23:00:00+00:00,5.176,97.0,2.0482607,995.18317,64.8852,12.72283,,,1010.3,0.0,0.0,4.738675,0.0,0.0,100.0
2021-05-02 00:00:00+00:00,5.476,97.0,2.2562737,993.7219,49.236485,13.783817,,,1008.8,0.0,0.0,5.0376177,0.0,0.0,100.0
2021-05-02 01:00:00+00:00,6.076,94.0,2.5945492,992.6701,65.77226,15.7908325,,,1007.7,0.0,0.0,5.182788,0.0,0.0,100.0
